Exercise,Category,BodyPart,Equipment,Difficulty,Stimulus-to-Fatigue,Expected Time,Hypertrophy Rating
UN Push-Up,Strength,Chest,Body Only,Intermediate,0.683708856,15.27253095,0.553979818
UNS Foam Roll Pecs,Strength,Chest,Body Only,Intermediate,0.793515242,15.57648414,0.497339858
UN Hands Elevated Push-Up,Strength,Chest,Body Only,Intermediate,0.720411702,16.11085209,0.54161555
Holman Seal Drag to Push-Up,Strength,Chest,Body Only,Intermediate,0.783428543,15.44831392,0.549173171
Holman Hand-Elevated Push-Up with Hand Row,Strength,Chest,Body Only,Intermediate,0.736943887,15.10924236,0.514516014
Holman Push-Up,Strength,Chest,Body Only,Intermediate,0.726295311,13.94050103,0.459621576
Holman Slow Hips-Up Chest Press,Strength,Chest,Body Only,Intermediate,0.734698515,15.42853873,0.443203828
Holman Jump-Out Push-Up with Hand Hop Back,Strength,Chest,Body Only,Intermediate,0.698317296,12.85770682,0.542772071
Holman Froggy Push-Up to Donkey Kick,Strength,Chest,Body Only,Intermediate,0.704868723,14.6027471,0.528602934
Holman Push-Up to Sit Back,Strength,Chest,Body Only,Intermediate,0.764980615,13.83635937,0.592483282
Holman Sit Back Push-Up,Strength,Chest,Body Only,Intermediate,0.690942593,15.95312682,0.495031248
Holman Alternating Staggered Push-Up,Strength,Chest,Body Only,Intermediate,0.694026337,15.56918318,0.509860753
Holman Foot-Up Diving Push-Up,Strength,Chest,Body Only,Intermediate,0.752638001,14.98865267,0.570346215
Holman Narrow Push-Up,Strength,Chest,Body Only,Intermediate,0.714855449,13.80005088,0.576449913
Holman Dynamo Push-Up,Strength,Chest,Body Only,Intermediate,0.778800918,14.45551042,0.579159673
Holman Jump to Push-Up,Strength,Chest,Body Only,Intermediate,0.763003744,16.36680137,0.615197828
Holman Foot-Elevated Push-Up,Strength,Chest,Body Only,Intermediate,0.652586806,14.39552964,0.544745414
Holman Feet-Elevated Push-Up,Strength,Chest,Body Only,Intermediate,0.736674109,13.23492256,0.488412158
Total Fitness Plyo Push-Up,Strength,Chest,Body Only,Intermediate,0.76061692,15.98792059,0.561127391
Scapular push-up,Strength,Chest,Body Only,Intermediate,0.712652275,15.65970483,0.551719672
King Maker Push-up,Strength,Chest,Body Only,Intermediate,0.707925157,14.51404489,0.538801784
Warrior push-up,Strength,Chest,Body Only,Intermediate,0.71269324,14.90381628,0.441271349
Taylor Roll-Over Push-Up,Strength,Chest,Body Only,Intermediate,0.716531576,14.53192124,0.535516682
Taylor One-Arm Push-Up Slow Negative,Strength,Chest,Body Only,Intermediate,0.824499499,15.52385035,0.503713033
30 Chest Push-Up To Isometric Hold,Strength,Chest,Body Only,Intermediate,0.727867682,15.85389192,0.632931327
30 Chest Push-Up,Strength,Chest,Body Only,Intermediate,0.667014009,14.76780477,0.531766755
30 Chest Bench Push-Up,Strength,Chest,Body Only,Intermediate,0.616403148,16.0597381,0.584521039
MetaBurn 3-Phase Push-Up,Strength,Chest,Body Only,Intermediate,0.666139356,15.46510922,0.527400724
MetaBurn Fast Feet To Push-Up,Strength,Chest,Body Only,Intermediate,0.75195615,15.19811032,0.475986734
MetaBurn Judo Push-Up To Pike Push-Up,Strength,Chest,Body Only,Intermediate,0.719119301,15.75036835,0.510921126
MetaBurn Pike Push-Up,Strength,Chest,Body Only,Intermediate,0.80201696,13.58645161,0.519927343
MetaBurn Push-Up To Frogger,Strength,Chest,Body Only,Intermediate,0.682001905,13.47446922,0.547431348
MetaBurn Push-Up With Hand Side-Step,Strength,Chest,Body Only,Intermediate,0.765811258,13.55827027,0.517657912
MetaBurn Push-Up With Hand-Up Rotation,Strength,Chest,Body Only,Intermediate,0.716121857,15.77770252,0.490645151
MetaBurn Sphinx Push-Up,Strength,Chest,Body Only,Intermediate,0.727264197,15.82802796,0.555208804
MetaBurn Spiderman Push-Up,Strength,Chest,Body Only,Intermediate,0.669614808,14.10842144,0.54738814
Roberston Push-up to Down Dog,Strength,Chest,Body Only,Intermediate,0.746449505,14.10423734,0.548747823
FYR2 Push-Up-Breakdancer-Shoulder-Tap Complex,Strength,Chest,Body Only,Intermediate,0.725305543,13.32962846,0.551530153
ACFT Hand-release push-up,Strength,Chest,Body Only,Intermediate,0.742100548,14.64577443,0.532554161
1.5-rep push-up,Strength,Chest,Body Only,Intermediate,0.804120962,16.13524515,0.551314522
ACFT Triple-clap push-up,Strength,Chest,Body Only,Intermediate,0.753757849,15.32371321,0.486484005
ACFT Superman push-up,Strength,Chest,Body Only,Intermediate,0.773827453,16.49901137,0.492870139
Cross-over push-up,Strength,Chest,Body Only,Intermediate,0.65193635,16.65403184,0.485546036
Glute bridge,Strength,Glutes,Body Only,Intermediate,0.701222963,15.47921878,0.533130393
Single-leg glute bridge,Strength,Glutes,Body Only,Intermediate,0.747224669,15.07786111,0.590458719
Step-up with knee raise,Strength,Glutes,Body Only,Intermediate,0.790682551,16.16310778,0.522928196
Glute Kickback,Strength,Glutes,Body Only,Beginner,0.892869458,14.49758947,0.320129591
Standing hip extension,Strength,Glutes,Body Only,Beginner,0.911042191,13.46388714,0.364432287
Neck Bridge Supine,Strength,Glutes,Body Only,Beginner,0.88963077,13.79195327,0.418726849
Walking High Knee,Strength,Glutes,Body Only,Intermediate,0.787165834,13.52769166,0.554541066
Walking Butt Kicks,Strength,Glutes,Body Only,Intermediate,0.805668939,13.98428971,0.532938695
Walking Glute Stretch,Strength,Glutes,Body Only,Intermediate,0.71284581,15.30494015,0.516956947
Lunge kick,Strength,Glutes,Body Only,Intermediate,0.708019454,15.56852824,0.532808283
Curtsy lunge,Strength,Glutes,Body Only,Intermediate,0.762725802,14.77254444,0.536305727
Side-lying leg lift,Strength,Glutes,Body Only,Intermediate,0.646399745,13.60480655,0.533699599
FYR Progressive High Knee,Strength,Glutes,Body Only,Intermediate,0.716123859,15.92722459,0.501338395
Glute-Ham Raise - Gethin Variation,Strength,Glutes,Body Only,Intermediate,0.795938668,15.31637409,0.496594434
Natural Glute Ham Raise - Gethin Variation,Strength,Glutes,Body Only,Intermediate,0.71684232,15.16826013,0.553264967
Groiner,Strength,Glutes,Body Only,Intermediate,0.737381091,15.15422615,0.510564334
HM Alternating Donkey Kick,Strength,Glutes,Body Only,Intermediate,0.720114571,15.65971212,0.49345632
HM Alternating Slow Step-Down With Chair,Strength,Glutes,Body Only,Intermediate,0.764762477,12.96392391,0.50643285
HM Right Side Iron Cross,Strength,Glutes,Body Only,Intermediate,0.701146713,15.71939067,0.566743322
HM Single-Leg Bridge,Strength,Glutes,Body Only,Intermediate,0.771395655,14.29712542,0.467620633
HM Hi-Low,Strength,Glutes,Body Only,Intermediate,0.692502869,14.41099363,0.535879264
HM Kick-Back,Strength,Glutes,Body Only,Intermediate,0.749933523,16.14304776,0.444977644
HM Left Side Iron Cross,Strength,Glutes,Body Only,Intermediate,0.719021271,15.81095277,0.51146955
HM Left Side-Kick,Strength,Glutes,Body Only,Intermediate,0.797920615,14.44258743,0.551277039
HM Leg Lifts,Strength,Glutes,Body Only,Intermediate,0.739789524,14.85536804,0.475404086
Walking lunge,Strength,Glutes,Body Only,Intermediate,0.81096025,14.12061094,0.596581389
High Plyometric Box Jump,Strength,Glutes,Body Only,Intermediate,0.71814621,14.29492439,0.53458274
Barbell hip thrust-,Strength,Glutes,Body Only,Intermediate,0.759320392,13.83777514,0.488185953
UN Glute Bridge,Strength,Glutes,Body Only,Intermediate,0.688131178,15.41801308,0.478369966
Holman Donkey Kick,Strength,Glutes,Body Only,Intermediate,0.773324056,15.15306183,0.474153731
Holman Hip Raise with Alternating Kick,Strength,Glutes,Body Only,Intermediate,0.783873111,14.68076124,0.5312426
Holman Left Leg Donkey Kick,Strength,Glutes,Body Only,Intermediate,0.791931285,16.352701,0.484760044
Holman Diagonal Right Leg Step-Out to Right Knee-Up,Strength,Glutes,Body Only,Intermediate,0.739457197,16.96340543,0.507477117
Holman Right Leg Donkey Kick,Strength,Glutes,Body Only,Intermediate,0.738241087,14.82052112,0.598414467
Holman Butt Tap to Jump,Strength,Glutes,Body Only,Intermediate,0.789811795,15.46560052,0.520805976
Holman Butt Tap to Jump-Forward-Jump-Back,Strength,Glutes,Body Only,Intermediate,0.721271327,15.26935618,0.555452987
Holman Traveling High Knees to Squat Thrust,Strength,Glutes,Body Only,Intermediate,0.729342887,14.91853528,0.568696593
Holman Butt Kicker to High Knees,Strength,Glutes,Body Only,Intermediate,0.655010034,13.82235924,0.500029927
Holman Daisy Cutter,Strength,Glutes,Body Only,Intermediate,0.747979746,15.35037032,0.510723573
Holman Frogger,Strength,Glutes,Body Only,Intermediate,0.750785559,16.00248632,0.545533769
Holman Hip Raise with Chest Press,Strength,Glutes,Body Only,Intermediate,0.7539636,15.20618863,0.474625743
Total Fitness Bear Crawl,Strength,Glutes,Body Only,Intermediate,0.645953119,13.65677504,0.45502357
Pigeon stretch,Strength,Glutes,Body Only,Intermediate,0.714606297,15.64490882,0.587045832
Levitating side kick-through,Strength,Glutes,Body Only,Intermediate,0.719805999,14.51928389,0.530472213
30 Legs Hip Thrust,Strength,Glutes,Body Only,Intermediate,0.719841848,14.43954268,0.574322625
Dumbbell single-leg hip thrust,Strength,Glutes,Body Only,Intermediate,0.757645655,14.9364436,0.546861508
Natural Glute Ham Raise,Strength,Hamstrings,Body Only,Beginner,0.919144476,12.72559856,0.461226287
Prone Manual Hamstring,Strength,Hamstrings,Body Only,Intermediate,0.653777206,14.9465927,0.475058824
Boss Everline 10-Yard Sprints,Strength,Hamstrings,Body Only,Intermediate,0.708936198,13.32685776,0.591867154
HM Alternating Cross Lunge,Strength,Hamstrings,Body Only,Intermediate,0.702764197,17.30315997,0.553371961
HM Alternating Front Kick,Strength,Hamstrings,Body Only,Intermediate,0.763336332,14.85115169,0.543768469
HM Alternating Sprawl Kick-Through,Strength,Hamstrings,Body Only,Intermediate,0.709795181,15.14949372,0.510100671
HM Alternating Step-Back,Strength,Hamstrings,Body Only,Intermediate,0.769115577,15.8168062,0.553345677
HM Alternating Step-Up With Chair,Strength,Hamstrings,Body Only,Intermediate,0.769988805,14.7407645,0.533546459
HM Right Knee-Up,Strength,Hamstrings,Body Only,Intermediate,0.699386654,14.3945233,0.588487294
HM Low Lunge With External Twist,Strength,Hamstrings,Body Only,Intermediate,0.708441209,15.94225143,0.439331326
HM Ninja Crawl,Strength,Hamstrings,Body Only,Intermediate,0.750239853,15.36585857,0.553691356
HM Pigeon Stretch,Strength,Hamstrings,Body Only,Intermediate,0.736361409,16.67381576,0.509963198
Single-Leg Deadlift Walk,Strength,Hamstrings,Body Only,Intermediate,0.717065768,15.24050546,0.538145007
Total Fitness Hamstring Slide,Strength,Hamstrings,Body Only,Intermediate,0.752516297,17.19778024,0.463493281
30 Legs Walking Lunge,Strength,Hamstrings,Body Only,Intermediate,0.712027574,15.66024749,0.49833334
Pullups,Strength,Lats,Body Only,Intermediate,0.782994357,12.28802495,0.535231892
Pull-up,Strength,Lats,Body Only,Beginner,0.81446174,13.02570393,0.367918219
Muscle Up,Strength,Lats,Body Only,Intermediate,0.739078292,14.42899774,0.507307905
Rope climb,Strength,Lats,Body Only,Intermediate,0.74025358,15.04385886,0.554764483
Wide-Grip Rear Pull-Up,Strength,Lats,Body Only,Beginner,0.867975811,14.35734074,0.398878271
Side To Side Chins,Strength,Lats,Body Only,Intermediate,0.730768962,16.45211984,0.477147697
Neutral-grip pull-up,Strength,Lats,Body Only,Intermediate,0.742026727,16.28442834,0.598370513
Kipping Muscle Up,Strength,Lats,Body Only,Intermediate,0.752800411,15.89233476,0.496831465
Negative pull-up,Strength,Lats,Body Only,Intermediate,0.742677905,16.9307558,0.528915989
Chin-Up,Strength,Lats,Body Only,Intermediate,0.705458312,15.14786787,0.530177218
HM Superman Lat Pull,Strength,Lats,Body Only,Intermediate,0.713697012,15.97718616,0.590568598
AM Pull-Up,Strength,Lats,Body Only,Intermediate,0.760954975,14.67341996,0.496600732
UP Chin-Up,Strength,Lats,Body Only,Intermediate,0.704382807,16.90382152,0.613303828
Holman Alternating Forward and Side Punch,Strength,Lats,Body Only,Intermediate,0.739059226,13.76398583,0.530584436
Jump to pull-up,Strength,Lats,Body Only,Intermediate,0.813923748,14.45098373,0.588443175
Bent-over scapular slide,Strength,Lats,Body Only,Intermediate,0.619504487,16.52199858,0.487537712
Iron cross stretch,Strength,Lats,Body Only,Intermediate,0.684265973,14.65829599,0.559227251
Total Fitness Standing Lat Stretch,Strength,Lats,Body Only,Intermediate,0.731687247,15.60460644,0.537083772
King Maker Pull-Up,Strength,Lats,Body Only,Intermediate,0.705073169,17.08681464,0.533149953
Back extension,Strength,Lower Back,Body Only,Intermediate,0.79868955,13.74843864,0.496978794
Hyperextensions With No Hyperextension Bench,Strength,Lower Back,Body Only,Beginner,0.871232302,13.11088099,0.379660397
Partner Superman with alternating high-five,Strength,Lower Back,Body Only,Beginner,0.931359129,12.88242002,0.338455907
TBS Back Extension,Strength,Lower Back,Body Only,Intermediate,0.693835564,14.90583338,0.609803483
Lower Back Stretch - Yates Variation,Strength,Lower Back,Body Only,Intermediate,0.654623834,15.60367077,0.511047614
Hyperextension - Gethin Variation,Strength,Lower Back,Body Only,Intermediate,0.699325809,14.79313891,0.494828207
Back Extension - Gethin Variation,Strength,Lower Back,Body Only,Intermediate,0.727715239,14.80343298,0.52752468
HM Banana Stretch,Strength,Lower Back,Body Only,Intermediate,0.66393111,14.30364626,0.566093115
HM Child's Pose,Strength,Lower Back,Body Only,Intermediate,0.735463915,14.39868398,0.5467751
HM Cobra,Strength,Lower Back,Body Only,Intermediate,0.676387228,14.22371229,0.512254457
HM Cobra With Arm Retraction,Strength,Lower Back,Body Only,Intermediate,0.660344102,14.34980402,0.566949108
HM Dive-Bomber,Strength,Lower Back,Body Only,Intermediate,0.717563767,15.52799216,0.598953744
HM Downward-Facing Dog Pose,Strength,Lower Back,Body Only,Intermediate,0.679627998,15.08653957,0.528916138
HM Downward Dog To Left Leg Extension To Warrior Pose,Strength,Lower Back,Body Only,Intermediate,0.749108972,15.64403982,0.541598585
HM Downward Dog To Right Leg Extension To Warrior Pose,Strength,Lower Back,Body Only,Intermediate,0.757005488,15.32049217,0.511525439
HM Spine Twist,Strength,Lower Back,Body Only,Intermediate,0.683812082,15.69460817,0.53635151
HM Good Morning,Strength,Lower Back,Body Only,Intermediate,0.733665737,13.94362081,0.598684187
HM Rag Doll,Strength,Lower Back,Body Only,Intermediate,0.732950091,16.53286813,0.514872769
HM Upward-Facing Dog Pose,Strength,Lower Back,Body Only,Intermediate,0.769807947,16.36937781,0.568741623
Superman-,Strength,Lower Back,Body Only,Intermediate,0.743542112,14.76205646,0.596936755
Weighted back extension,Strength,Lower Back,Body Only,Intermediate,0.780908026,16.17746377,0.502832183
MetaBurn Alternating Superman,Strength,Lower Back,Body Only,Intermediate,0.719597837,14.81543011,0.484522384
MetaBurn Swimmer,Strength,Lower Back,Body Only,Intermediate,0.693468249,14.33425519,0.528185941
Mixed Grip Chin,Strength,Middle Back,Body Only,Intermediate,0.672314209,15.23197643,0.590761808
TBS Pull-Up,Strength,Middle Back,Body Only,Intermediate,0.718032266,14.99028684,0.611696447
HM Angel Stretch,Strength,Middle Back,Body Only,Intermediate,0.686882095,13.85904683,0.560697721
UNS Foam Roll Upper Back,Strength,Middle Back,Body Only,Intermediate,0.830961995,15.10027033,0.492035193
30 Back Neutral-Grip Pull-Down,Strength,Middle Back,Body Only,Intermediate,0.735686109,15.20012877,0.525245704
30 Back Pull-Up,Strength,Middle Back,Body Only,Intermediate,0.781119487,14.38304468,0.501079316
30 Back Reverse-Grip Pull-Up,Strength,Middle Back,Body Only,Intermediate,0.716052813,15.57709994,0.546807408
Isometric Neck Exercise - Sides,Strength,Neck,Body Only,Beginner,0.807551791,12.66849472,0.34671062
Isometric Neck Exercise - Front And Back,Strength,Neck,Body Only,Beginner,0.886162498,11.30135345,0.450013576
Neck Bridge Prone,Strength,Neck,Body Only,Beginner,0.842610096,13.54696471,0.356703026
Forward lunge,Strength,Quadriceps,Body Only,Intermediate,0.70742615,13.93339122,0.51136465
Bodyweight squat,Strength,Quadriceps,Body Only,Intermediate,0.764954806,15.38474245,0.586657724
Arms-crossed jump squat,Strength,Quadriceps,Body Only,Intermediate,0.759565975,15.02307856,0.541976121
Bodyweight Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate,0.785623629,15.12049494,0.501352706
Bodyweight Walking Lunge,Strength,Quadriceps,Body Only,Intermediate,0.767013164,13.64950609,0.48406838
Lateral lunge,Strength,Quadriceps,Body Only,Intermediate,0.724444276,15.99723379,0.568791248
Thigh killa,Strength,Quadriceps,Body Only,Intermediate,0.681099181,14.27645512,0.550620453
Wall squat,Strength,Quadriceps,Body Only,Intermediate,0.708839084,16.0449115,0.579607751
Side Lunge Touching Heel,Strength,Quadriceps,Body Only,Intermediate,0.729109626,13.33711698,0.542234003
Single-leg box squat,Strength,Quadriceps,Body Only,Intermediate,0.747541639,14.84723015,0.491051798
Reverse Lunge Rotation,Strength,Quadriceps,Body Only,Intermediate,0.751404624,16.28084659,0.501132461
Seal jack,Strength,Quadriceps,Body Only,Intermediate,0.719889526,14.5309218,0.534505488
Kneeling quad thoracic stretch,Strength,Quadriceps,Body Only,Intermediate,0.759187706,15.52200664,0.542915745
Single-Leg Squat With Knee Tap,Strength,Quadriceps,Body Only,Expert,0.775067631,13.62205375,0.440850964
Wall sit,Strength,Quadriceps,Body Only,Intermediate,0.717300209,14.88017086,0.570321147
Walking lunge with hip extension,Strength,Quadriceps,Body Only,Intermediate,0.704419962,14.13026606,0.540544864
Squat with alternating side leg raise,Strength,Quadriceps,Body Only,Intermediate,0.730735829,14.7812535,0.555495592
